"concept","topic","topic_prefix","label_de","label"
"item_6583","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6584","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6585","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6586","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6587","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6588","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6589","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6590","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6591","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6592","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6593","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6594","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6595","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6596","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6597","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6598","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6599","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6600","T0803110000000000","tpd","Zeitpraeferenz, Abdiskontierung (Experiment)","Time Preference, Discounting the future (experiment)"
"item_6601","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6602","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6603","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6604","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6605","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6606","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6607","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6608","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6609","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6610","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6611","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6612","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6613","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6614","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6615","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6616","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6617","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6618","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6619","T0803040200000000","tre","Vertrauen (Experiment)","Trust (experiment)"
"item_6620","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6621","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6622","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6623","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6624","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6625","T0605010000000000","reg","Region","Region"
"item_6626","T0605010000000000","reg","Region","Region"
"item_6627","T0605010000000000","reg","Region","Region"
"item_6628","T0605010000000000","reg","Region","Region"
"item_6629","T0605010000000000","reg","Region","Region"
"item_6630","T0605010000000000","reg","Region","Region"
"item_6631","T0605010000000000","reg","Region","Region"
"item_6632","T0605010000000000","reg","Region","Region"
"item_6633","T0605010000000000","reg","Region","Region"
"item_6634","T0605010000000000","reg","Region","Region"
"item_6635","T0605010000000000","reg","Region","Region"
"item_6636","T0605010000000000","reg","Region","Region"
"item_6637","T1103000000000000","fii","Feldinformationen","Field information"
"item_6638","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6639","T1102000000000000","sdr","Ziehungsdesign und Random Groups","Sampling design and random groups"
"item_6640","T1103000000000000","fii","Feldinformationen","Field information"
"item_6641","T1103000000000000","fii","Feldinformationen","Field information"
"item_6642","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6643","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6644","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6645","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6646","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6647","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6648","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6649","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6650","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6651","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6652","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6653","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6654","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6655","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6656","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6657","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6658","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6659","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6660","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6661","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6662","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6663","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6664","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6665","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6666","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6667","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6668","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6669","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6670","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6671","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6672","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6673","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6674","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6675","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6676","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6677","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6678","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6679","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6680","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6681","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6682","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6683","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6684","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6685","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6686","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6687","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6688","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6689","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6690","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6691","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6692","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6693","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6694","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6695","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6696","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6697","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6698","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6699","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6700","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6701","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6702","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6703","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6704","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6705","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
"item_6706","T0701030000000000","geb","Generierte Bildungsbiographie (beta)","Generated educational biography (beta)"
