study,questionnaire,question,item,concept,text_de,instruction_de,text,instruction,answer_list,scale,filter,goto,description
soep-core,soep-core-2012-pe,90D,28,,"Sind diese Geldanlagen alle auf Ihren Namen angelegt oder laufen sie teilweise auch auf Gemeinschaftskonten mehrerer Personen, etwa bei Ehepaaren?",,"Are these financial assets in your name or do you share them through joint accounts, Sole owner i.e., with your spouse?",,,txt,,,"Researcher Notes:
Zweite Option ""Anteil in %"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,90D,pspa03,pspa03,Alleiniger Eigentümer,,Sole owner,,,bin,,,
soep-core,soep-core-2012-pe,90D,pspa04,pspa04,"Wenn letzteres, wie hoch ist Ihr persönlicher Anteil? … Anteil in %",,"If shared, what share do you own? Share in %",,,int,,,"Filter:
ASK ONLY IF Q9019 : PSPA03=2
"
soep-core,soep-core-2012-pe,90E,,pleb01,"Haben Sie eine Lebensversicherung oder eine private Rentenversicherung (auch Riester - oder Rürup-Rente), die Sie abgeschlossen haben oder Ihr Arbeitgeber für Sie abgeschlossen hat?",,"Do you have a life insurance policy or private retirement plan (including Riester or Rürup pensions), with contributions paid either by you or by your employer?",,pleb01,cat,,,"Routing:
*IF [Q90210,2] *GOTO 90230
"
soep-core,soep-core-2012-pe,90E,31,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90E,pleb02,pleb02,Wie hoch schätzen Sie den derzeitigen Rückkaufwert / das Vertragsguthaben dieser Versicherungsverträge? … EURO,,What do you estimate the current cash surrender value or balance of these plans to be? … euros,,,int,90E;pleb01=1,,"Filter:
ASK ONLY IF Q9021 : PLEB01=1
"
soep-core,soep-core-2012-pe,90F,,pgew01,"Sind Sie Eigentümer eines gewerblichen Betriebes, d.h. einer Firma, eines Geschäfts, einer Kanzlei, einer Praxis oder eines landwirtschaftlichen Betriebes, oder an einem solchen Betrieb beteiligt?",,"Are you the owner of a commercial enterprise, i.e., a company, a shop, an office, a practice, or farm, or are you co-owner of one of these types of enterprises?",,pgew01,cat,,,"Routing:
*IF [Q90230,2] *GOTO 90260
"
soep-core,soep-core-2012-pe,90F,34,,Ihr persönlicher Eigentumsanteil:,,Personal share of property:  ,,,txt,,,
soep-core,soep-core-2012-pe,90F,pgew02,pgew02,"Sind Sie in diesem Betrieb alleiniger Unternehmer, oder beteiligter Unternehmer, z.B. nach GBR, GmbH oder KG?",,"Are you the sole owner or co-owner of this enterprise, Sole owner e.g., GBR, GmbH, or KG?",,pgew02,cat,90F;pgew01=1,,"Filter:
ASK ONLY IF Q9023 : PGEW01=1
"
soep-core,soep-core-2012-pe,90F,36,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90F,pgew03,pgew03,"Wie hoch schätzen Sie den heutigen Vermögenswert Ihres Betriebes bzw. Ihrer Beteiligung? 
Das ist der Preis vor Steuern, den Sie bei einem Verkauf des Betriebes bzw. Ihrer Beteiligung erzielen könnten, unter Berücksichtigung eventueller bestehender Kreditbelastungen. … EURO",,"What do you estimate the current value of your enterprise or your share thereof to be? This is the price before taxes that you would receive on the sale of your enterprise or your share thereof, after deducting any remaining debts.",,,int,,,
soep-core,soep-core-2012-pe,90G,,psach01,"Verfügen Sie persönlich über nenneswertes Sachvermögen in Form von Gold, Schmuck, Münzen oder wertvollen Sammlungen?",,"Do you own any tangible assets in the form of gold, jewelry, coins, or valuable collections?",,psach01,cat,,,"Routing:
*IF [Q90260,2] *GOTO 90280
"
soep-core,soep-core-2012-pe,90G,39,,Wert:,,Value:  ,,,txt,,,
soep-core,soep-core-2012-pe,90G,psach02,psach02,"Angenommen, Sie könnten dieses Sachvermögen veräußern:
Wie hoch schätzen Sie den Gesamtwert ein? … EURO",,"If you could sell these assets, what would their total value be? … euros",,,int,90G;psach01=1,,"Filter:
ASK ONLY IF Q9026 : PSACH01=1
"
soep-core,soep-core-2012-pe,90H,,prest01,"Einmal abgesehen von Hypotheken für Haus- und Grundbesitz oder Baudarlehen:
Haben Sie zur Zeit noch Schulden aus Krediten, die Sie persönlich bei einer Bank, einer sonstigen Einrichtung oder einer Privatperson aufgenommen haben und für die Sie privat haften?",Ohne Hypotheken und Baudarlehen!,"Leaving aside any mortgages on homes and property or building loans: Do you currently owe money on loans that were granted to you personally by a bank, other institution, or individual for which you personally are liable?
",Not including mortgages or building loans!,prest01,cat,,,"Routing:
*IF [Q90280,2] *GOTO 91000
"
soep-core,soep-core-2012-pe,90H,42,,Belastung:,,Loans:,,,txt,,,
soep-core,soep-core-2012-pe,90H,prest02,prest02,Wie hoch sind die derzeitigen Restschulden? … EURO,,What are your outstanding debts?,,,int,90H;prest01=1,,"Filter:
ASK ONLY IF Q9028 : PREST01=1
"
soep-core,soep-core-2012-pe,91,,pges01,Wie würden Sie Ihren gegenwärtigen Gesundheitszustand beschreiben?,,How would you describe your current health?,,pges01,cat,,,
soep-core,soep-core-2012-pe,92,,pges02,"Wenn Sie Treppen steigen müssen, also mehrer Stockwerke zu Fuß hochgehen:
Beeinträchtigt Sie dabei Ihr Gesundheitszustand stark, ein wenig oder gar nicht?",,"When you have to climb several flights of stairs on foot,
does your health limit you greatly, somewhat, or not at all?",,pges02,cat,,,
soep-core,soep-core-2012-pe,93,,pges03,"Und wie ist das mit anderen anstrengenden Tätigkeiten im Alltag, wenn man z.B. etwas Schweres heben muss oder Beweglichkeit braucht:
Beeinträchtigt Sie dabei Ihr Gesundheitszustand stark, ein wenig oder gar nicht?",,"And what about other demanding everyday activities, such as when youhave to lift something heavy or do something requiring physical mobility: Does your health limit you greatly, somewhat, or not at all?",,pges03,cat,,,
soep-core,soep-core-2012-pe,94,,,"Bitte denken Sie einmal an die letzten vier Wochen.
Wie oft kam es in dieser Zeit vor, ....",,"During the last four weeks, how often did you:",,,txt,,,
soep-core,soep-core-2012-pe,94,pges04,pges04,dass Sie sich gehetzt oder unter Zeitdruck fühlten?,,feel rushed or pressed for time?,,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges05,pges05,dass Sie sich niedergeschlagen oder trübsinnig fühlten?,,feel down and gloomy?,,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges06,pges06,dass Sie sich ruhig und ausgeglichen fühlten?,,feel calm and relaxed?,,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges07,pges07,dass Sie jede Menge Energie verspürten?,,feel energetic?,,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges08,pges08,dass Sie starke körperliche Schmerzen hatten?,,have severe physical pain?,,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges09,pges09,dass Sie wegen gesundheitlicher Probleme körperlicher Art in Ihrer Arbeit oder Ihren alltäglichen Beschäftigungen weniger geschafft haben als Sie eigentlich wollten?,,"feel that due to physical health problems you achieved less than you wanted to
at work or in everyday activities?",,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges10,pges10,dass Sie wegen gesundheitlicher Probleme körperlicher Art in Ihrer Arbeit oder Ihren alltäglichen Beschäftigungen in der Art Ihrer Tätigkeiten eingeschränkt waren?,,"feel that due to physical health problems you were limited in some way at
work or in everyday activities?",,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges11,pges11,dass Sie wegen seelischer oder emotionaler Problem in Ihrer Arbeit oder Ihren alltäglichen Beschäftigungen weniger geschafft haben als Sie eigentlich wollten?,,"feel that due to mental health or emotional problems you achieved less than you wanted to
at work or in everyday activities?",,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges12,pges12,dass Sie wegen seelischer oder emotionaler Problem in Ihrer Arbeit oder Ihren alltäglichen Beschäftigungen Ihre Arbeit oder Tätigkeit weniger sorgfältig als sonst gemacht haben?,,"feel that due to mental health or emotional problems you carried out your work or everyday
tasks less thoroughly than usual?",,pges xx,cat,,,
soep-core,soep-core-2012-pe,94,pges13,pges13,"dass Sie wegen gesundheitlicher oder seelischer Probleme in Ihren sozialen Kontakten, z.B. mit Freunden, Bekannten oder Verwandten, eingeschränkt waren?",,"feel that due to physical or mental health problems you were limited socially, that is, in contact with friends, acquaintances, or relatives?",,pges xx,cat,,,
soep-core,soep-core-2012-pe,95,,prauch1a,Haben Sie jemals in Ihrem Leben geraucht?,"Gemeint ist, dass Sie insgesamt mindestens 100 Zigaretten oder andere Rauchwaren in Ihrem Leben geraucht haben.",Have you ever smoked? ,"In other words, have you smoked more than 100 cigarettes or other tobacco products in your life?",prauch1a,cat,,2 @ 98,"Routing:
*IF [Q95000,2] *GOTO 98000
"
soep-core,soep-core-2012-pe,96,,,"Wie alt waren Sie, als Sie anfingen regelmäßig zu rauchen?",,How old were you when you first began to smoke regularly?,,,txt,95;prauch1a=1,,"Researcher Notes:
Zweite Option ""Alter"" nicht zum ankreuzen, kein Wert in den Daten

Routing:
*IF [Q96010,1] *GOTO 98000
"
soep-core,soep-core-2012-pe,96,prauch2a,prauch2a,Jahre,,Years,,,int,,,"Filter:
ASK ONLY IF Q9601 : PRAUCH3A=2
"
soep-core,soep-core-2012-pe,96,prauch3a,prauch3a,Habe nie regelmäßig geraucht,,Have never smoked on a regular basis.,,,bin,,1 @ 98,"Researcher Notes:
Zweite Option ""Alter"" nicht zum ankreuzen, kein Wert in den Daten

Routing:
*IF [Q96010,1] *GOTO 98000
"
soep-core,soep-core-2012-pe,97,,prauch1,"Rauchen Sie gegenwärtig, seien es Zigaretten, Pfeifen oder Zigarren?",,"Do you currently smoke, whether cigarettes, a pipe, or cigars?",,prauch1,cat,96;prauch>0,,
soep-core,soep-core-2012-pe,97,1,,"Wieviele Zigaretten, Pfeifen oder Zigarren rauchen Sie pro Tag?",Geben Sie bitte den täglichen Durchschitt der letzten Woche an.,"How many cigarettes, pipes or  cigars do you smoke per day?",Please give the daily average of the previous week.,,txt,97;prauch1=1,,"Researcher Notes:
Programmierung: Angaben als numerische Werte

Filter:
ASK ONLY IF Q9701 : PRAUCH1=1
"
soep-core,soep-core-2012-pe,97,prauch2,prauch2,Zigaretten … pro Tag,,Cigarettes,,,int,,,
soep-core,soep-core-2012-pe,97,prauch3,prauch3,Pfeifen … pro Tag,,Pipes,,,int,,,
soep-core,soep-core-2012-pe,97,prauch4,prauch4,Zigarren / Zigarillos … pro Tag,,Cigars/Cigarillos,,,int,,,
soep-core,soep-core-2012-pe,97,4,,Wann haben Sie aufgehört zu rauchen?,"Bitte geben Sie das Jahr und, falls möglich, auch den Monat an.",When did you give up smoking?,"Please provide the year and if possible, the month.",,txt,97;prauch1=2,,"Filter:
ASK ONLY IF Q9701 : PRAUCH1=2
"
soep-core,soep-core-2012-pe,97,prauch8,prauch8,Jahr,,Years,,,int,,,
soep-core,soep-core-2012-pe,97,prauch9,prauch9,Monat,,Month ,,,int,,,"Filter:
ASK ONLY IF Q9701 : PRAUCH1=2
"
soep-core,soep-core-2012-pe,98,,pessen,Inwieweit achten Sie auf gesundheitsbewusste Ernährung?,,How much attention do you pay to maintaining a healthy diet?,,pessen,cat,,,
soep-core,soep-core-2012-pe,99,,,Wie viele Stunden schlafen Sie nachts an einem normalen Werktag? Und wie ist das in einer normalen Nacht am Wochenende?,Bitte nur ganze Stunden angeben.,How many hours do you sleep on average on a normal day during the working week? How many hours on a normal weekend day?,Please give only whole hours.,,txt,,,
soep-core,soep-core-2012-pe,99,pschl1,pschl1,Normaler Werktag … Stunden,,Normal working day … hours,,,int,,,
soep-core,soep-core-2012-pe,99,pschl2,pschl2,Normale Nacht am Wochenende … Stunden,,Normal weekend day … hours,,,int,,,
soep-core,soep-core-2012-pe,100,,,Was ist Ihre Körpergröße in cm?,"Wenn Sie es nicht genau wissen, schätzen Sie bitte.",How tall are you? In cm,"If you don't know, please estimate.",,txt,,,
soep-core,soep-core-2012-pe,100,pgr,pgr,cm,,Cm,,,int,,,
soep-core,soep-core-2012-pe,101,,,Wie viel Kilogramm wiegen Sie gegenwärtig?,"Wenn Sie es nicht genau wissen, schätzen Sie bitte.",How many kilograms do you currently weigh? In kg,"If you don't know, please estimate.",,txt,,,
soep-core,soep-core-2012-pe,101,pkilo,pkilo,kg,,Kg,,,int,,,
soep-core,soep-core-2012-pe,102,,pkr17,Leiden Sie seit mindestens einem Jahr oder chronisch an bestimmten Beschwerden oder Krankheiten?,,Have you been suffering from any conditions or illnesses for at least one year or chronically?,,pkr17,cat,,,
soep-core,soep-core-2012-pe,103,,pges14,Sind Sie durch ein gesundheitliches Problem bei Tätigkeiten des normalen Alltagslebens eingeschränkt?,,Do you have a health problem that limits you in normal everyday life?,,pges14,cat,,,
soep-core,soep-core-2012-pe,103,pges15,pges15,Haben Sie diese Beeinträchtigung schon länger als ein halbes Jahr?,,Have you had this health problem for more than half a year?,,pges15,cat,103;pges14= 1 | 2,,"Filter:
ASK ONLY IF Q10301 : PGES14=1,2
"
soep-core,soep-core-2012-pe,104,,pbeh1,Sind Sie nach amtlicher Feststellung erwerbsgemindert oder schwerbehindert?,,Have you been officially assessed as being severely disabled (schwerbehindert) or partially incapable of work (erwerbsgemindert) for medical reasons?,,pbeh1,cat,,,
soep-core,soep-core-2012-pe,104,pbeh2,pbeh2,"Wie hoch ist Ihre Erwerbsminderung oder Schwerbehinderung
nach der letzten Feststellung? … %",,What is the extent of your reduced capability to work (Erwerbsminderung) or disabilty (Schwerbehinderung) according to the most recent diagnosis? …%,,,int,104;pbeh1=1,,"Filter:
ASK ONLY IF Q10401 : PBEH1=1
"
soep-core,soep-core-2012-pe,105,,,"Haben Sie in den letzten 3 Monaten Ärzte aufgesucht? Wenn ja, geben Sie bitte an wie häufig.",,"Have you gone to see a doctor within the last three months? If yes, please state how often.",,,txt,,,"Researcher Notes:
Zweite Option ""Ja"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,105,pdr1,pdr1,Zahl aller Arztbesuche in den letzten 3 Monaten,,Number of trips to the doctor in the last three months,,,int,,,"Filter:
ASK ONLY IF Q10501 : PDR2=2
"
soep-core,soep-core-2012-pe,105,pdr2,pdr2,keinen Arzt in Anspruch genommen,,I have not gone to see the doctor in the last three months,,,bin,,,"Researcher Notes:
Zweite Option ""Ja"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,106,,pkr1,"Und wie war das mit Krankenhausaufenthalten im letzten Jahr?
Wurden Sie 2011 einmal oder mehrmals für mindestens eine Nacht im Krankenhaus aufgenommen?",,What about hospital stays in the last year — were you admitted to a hospital for at least one night in 2011?,,pkr1,cat,,2 @ 108,"Routing:
*IF [Q106000,2] *GOTO 108000
"
soep-core,soep-core-2012-pe,107,,,Wie viele Nächte haben Sie alles in allem letztes Jahr im Krankenhaus verbracht?,,How many nights total did you spend in the hospital last year?,,,txt,106;pkr1=1,,
soep-core,soep-core-2012-pe,107,pkr2,pkr2,Nächte,,Nights,,,int,,,
soep-core,soep-core-2012-pe,107,1,,Und wie oft mussten Sie dafür im Jahr 2011 ins Krankenhaus?,,And how often did you have to go to the hospital in the year 2011?,,,txt,,,
soep-core,soep-core-2012-pe,107,pkr3,pkr3,mal,,Times,,,int,,,
soep-core,soep-core-2012-pe,108,,pkr4,"Kam es im letzten Jahr vor, dass Sie länger als 6 Wochen ununterbrochen krankgemeldet waren?",,Were you on sick leave from work for more than 6 weeks at one time last year?,,pkr4,cat,,4 @ 111,"Routing:
*IF [Q108000,4] *GOTO 111000
"
soep-core,soep-core-2012-pe,109,,,Wie viele Tage haben Sie im Jahr 2011 wegen Krankheit nicht gearbeitet?,"Geben Sie bitte alle Tage an, nicht nur die, für die Sie eine ärztliche Arbeitsunfähigkeitsbescheinigung erhalten haben.",How many days were you unable to work in 2011 due to illness?,"Please state the total number of days, not just the number of days for which you had an official note from your doctor.",,txt,108;pkr4 != 4,,"Researcher Notes:
Zweite Option ""Tage nicht gearbeitet"" nicht zum ankreuzen, kein Wert in den Daten
"
soep-core,soep-core-2012-pe,109,pkr5,pkr5,keinen Tag,,None,,,bin,,,
soep-core,soep-core-2012-pe,109,pkr6,pkr6,Insgesamt … Tage,,A total of … days,,,int,,,"Researcher Notes:
Diese Frage ist in PAPI nicht gestellt worden.

Filter:
ASK ONLY IF Q10901 : PKR5=2
"
soep-core,soep-core-2012-pe,110,,,"Einmal abgesehen von eigener Krankheit oder Urlaub:
Haben Sie im Jahr 2011 aus anderen, persönlichen Gründen nicht gearbeitet?","Gemeint sind hier zum Beispiel Krankheit des Kindes, nicht verschiebbare Behördengänge oder wichtige Familienfeiern.","Leaving aside sick leave and vacation: Was there any other point in 2011 when you did not work for other, personal reasons?","Possible reasons may include, for example, caring for a sick child, business with the authorities that could not be postponed, or important family events.",,txt,,,
soep-core,soep-core-2012-pe,110,pkr18,pkr18,"Ja, wegen Krankheit des Kindes",,"Yes, because of a sick child",,,bin,,,
soep-core,soep-core-2012-pe,110,pkr20,pkr20,"Ja, aus anderen Gründen",,"Yes, for other reasons",,,bin,,,
soep-core,soep-core-2012-pe,110,pkr22,pkr22,Nein,,No,,,bin,,,
soep-core,soep-core-2012-pe,110,pkr19,pkr19,[Krankheit des Kindes] und zwar ... Tage,,"[Yes, because of a sick child]: … days",,,int,110;pkr18=1,,"Filter:
ASK ONLY IF Q11001 : PKR XX 2=18
"
soep-core,soep-core-2012-pe,110,pkr21,pkr21,[andere Gründe] und zwar ... Tage,,"[Yes, for other reasons]: … days",,,int,110;pkr20=1,,"Filter:
ASK ONLY IF Q11001 : PKR XX 2=20
"
soep-core,soep-core-2012-pe,111,,pkkw,Haben Sie nach dem 31. Dezember 2010 die Krankenkasse gewechselt?,,"Have you changed health insurance providers since December 31, 2010?",,pkkw,cat,,,
soep-core,soep-core-2012-pe,112,,pkv01,"Wie sind Sie krankenversichert:
Sind Sie in einer gesetzlichen Krankenversicherung oder ausschließlich privat versichert?","Bitte auch angeben, wenn Sie nicht selbst Beiträge zahlen, sondern als Familienmitglied oder sonstwie mitversichert sind.
Welche Kassen z.B. zur ""gesetzlichen Krankenversicherung"" gehören, zeigt die folgende Frage 113.",What kind of health insurance do you have: statutory health insurance or are you exclusively privately insured?,"Please also answer this question if you do not pay for the insurance yourself, but are covered by another family member. Statutory health insurance providers are listed in Question 113.",pkv01,cat,,2 @ 119,"Routing:
*IF [Q112000,2] *GOTO 119000
"
