concept,topic,label_de,label
lsab12,edg,"angestrebter Schulabschlusses, Art","Intending To Get Scholl Leaving Certificate, Type"
lsab2,paa,Gehe noch zur Schule,Still Attend School
lsab3,paa,letzer Schulbesuch Ort,Last School Place
lsab4,paa,Anzahl Schuljahre,Number Years At School
lsab5,slc,lezter Schulabschluss,Last School Leaving Certificate
lsab7,slc,Art des Schulabschlusses,Type Of Certificate
lsaison,mgh,kurzfristiger Aufenthalt,Short Stay
lsex,sex,Geschlecht,Sex
lsp1,paa,in Jugend aktiv Sport getrieben,Did Sports In Youth
lsst1,ljb,Letzte Stellung: Selbststaendiger Landwirt,Last Worked As Selfemployed Farmer
lsst2,ljb,Letzte Stellung: Freier Beruf,Last Worked As Free-Lance Professional
lsst3,ljb,Letzte Stellung: Sonstiger Selbststaendiger,Last Worked As Other Self-Employed
lsst4,ljb,Letzte Stellung: Mithelfender Familienangehoerige,Last Worked As Family Member
lstat,mgh,Aufenthaltsstatus,Residence Status
lstd,oct,"Vollzeit, Teilzeit, Geringfuegig beschaeftigt usw.","Full Time, Part Time etc."
luecke,int,Lueckenbearbeitung,Missing In Previous Year
lv01,fah,Wohnort Vater,Place Of Residence Father
lv02,fah,"Vater verstorben, Jahr","Father Died, Year"
lv03,fah,Geburtsjahr Vater,Birth Year Of Father
lv03a,mib,Vater in Deutschland geboren,Father Born In Germany
lv03bnr,mib,"Geburtsland Vater Ausland, Nr.","Country of Birth Father Abroad, No."
lv03c,mib,Jahr Zuzug Vater nach Deutschland,Year Father Moved To Germany
lv03d,pan,Vater deutsche Staatsbuergerschaft,Father German Citizenship
lv03enr,pan,Vater aktuelle bzw. fruehere Staatsbuergerschaft,Father Current/Former Citizenship
lv05a,ped,"Vater Schulabschluss, Ort","Father School Leaving Degree, Place"
lv05b,ped,Vater Schulabschluss Deutschland,Father School Leaving Degree In Germany
lv05c,ped,Vater Schulabschluss Ausland,Father School Leaving Degree Abroad
lv06,ped,"Vater abgeschlossene Ausbildung, Studium",Father Completet Vocational Training/ Academic Studies
lvm,fah,Eltern leben im Haushalt,Parents Live In same Household
lwied,rer,Wohnort vor Wiedervereinigung,Place Of Res. Before Reunification
lzug95,mgh,"Zuzug vor, nach 1995","Migrationt before, later than 1995"
lzugunt,mgh,Unterstuetzung bei Zuzug nach Deutschland,Got Support fro Migration
migback,bmi,Migrationshintergrund,Migration background
miginfo,bmi,Informationsquellen von MIGBACK,Information source of MIGBACK
nett1,int,Befragungsstatus 1984 (vgl. Anetto),Current Wave Survey Status 1984
netto,int,Befragungsstatus 1984,Current Wave Survey Status 1984
p01v,fno,"Derz. Ehepartner vor., falls nicht i.H.",Current Spouse In Other HH Present
p01vb,fno,"Derz. Ehepartner Entf., falls nicht i.H.",Where Does Current Spouse Of Other HH Live
p01vc,fno,"Derz. Ehepartner Bez., falls nicht i.H.",Nature Of Relat To Current Spouse Oth HH
p02v,fno,Fruehere Ehepartner vorhanden,Previous Spouse Present
p02va,ntf,Fruehere Ehepartner Anzahl,Number Of Previous Spouse
p02vb,trr,Frueherer Ehepartner - Entfernung,Where Does Previous Spouse Live
p02vc,fno,Frueherer Ehepartner - Beziehung,Nature Of Relationship To Prev Spouse
p03v,fno,Mutter vorhanden,Mother Present
p03vb,trr,Mutter - Entfernung,Where Does Mother Live
p03vc,fno,Mutter - Beziehung,Nature Of Relationship To Mother
p04v,fno,Vater vorhanden,Father Present
p04vb,trr,Vater - Entfernung,Where Does Father Live
p04vc,fno,Vater - Beziehung,Nature Of Relationship To Father
p05v,ntf,Stiefmutter oder Pflegemutter vorhanden,Step Mother/ Foster Mother Present
p05vb,trr,Stiefmutter oder Pflegemutter - Entfernung,Where Does Step Mother/ Foster Mother Live
p06v,ntf,Stiefvater oder Pflegevater vorhanden,Step Father/ Foster Father Present
p06vb,trr,Stiefvater oder Pflegevater - Entfernung,Where Does Step Father/ Foster Father Live
p07v,fno,"Tochter, Toechter vorhanden",Daughter-s Present
p07va,fno,"Tochter, Toechter Anzahl",Number Of Daughters
p07vb,trr,"Tochter, Toechter - Entfernung",Where Do Daughter-s Live
p07vc,fno,"Tochter, Toechter - Beziehung",Nature Of Relationship To Daughter-s
p08v,fno,"Sohn, Soehne vorhanden",Son-s Present
p08va,fno,"Sohn, Soehne Anzahl",Number Of Sons
p08vb,trr,"Sohn, Soehne - Entfernung",Where Do Son-s Live
p08vc,fno,"Sohn, Soehne - Beziehung",Nature Of Relationship To Son-s
p09v,fno,"Schwester, Schwestern vorhanden",Sister Present
p09va,fno,"Schwester, Schwestern Anzahl",Number Of Sisters
p09vb,trr,"Schwester, Schwestern - Entfernung",Where Do Sister-s Live
p09vc,fno,"Schwester, Schwestern - Beziehung",Nature Of Relationship To Sister-s
p10v,fno,"Bruder, Brueder vorhanden",Brother Present
p10va,fno,"Bruder, Brueder Anzahl",Number Of Brothers
p10vb,trr,"Bruder, Brueder - Entfernung",Where Do Brother-s Live
p10vc,fno,"Bruder, Brueder - Beziehung",Nature Of Relationship To Brother-s
p11_12v,fno,Grosseltern vorhanden,Grandparent-s Present
p11_12va,fno,Grosseltern Anzahl,Number Of Grandparents
p11_12vb,fno,Grosseltern - Entfernung,Where Do Grandparents Live
p11_12vc,fno,Grosseltern - Beziehung,Nature Of Relationship To Grandparents
p11v,ntf,Grossmutter vorhanden,Grandmother Present
p11va,ntf,Grossmuetter Anzahl,Number Of Grandmothers
p11vb,trr,Grossmuetter - Entfernung,Where Do Grandmother-s Live
p12v,ntf,Grossvater vorhanden,Grandfather Present
p12va,ntf,Grossvater Anzahl,Number Of Grandfathers
p12vb,ntf,Grossvater - Entfernung,Where Do Grandfather-s Live
p13v,fno,Enkel vorhanden,Grandchild Present
p13va,fno,Enkel Anzahl,Number Of Grandchilds
p13vb,trr,Enkel - Entfernung,Where Do Grandchild-s Live
p13vc,fno,Enkel - Beziehung,Nature Of Relationship To Grandchild-Ren
p14v,ntf,"Tante, Nichte vorhanden",Aunt Present
p14va,ntf,"Tanten, Nichten Anzahl",Number Of Aunts
p14vb,trr,"Tanten, Nichten - Entfernung",Where Do Aunt-s Live
p15v,ntf,"Onkel, Neffen vorhanden",Uncle Present
p15va,ntf,"Onkel, Neffen Anzahl",Number of Uncles
p15vb,trr,"Onkel, Neffen - Entfernung",Where Do Uncle-s Live
p16v,fno,Sonstige Verwandte vorhanden,Other Relatives Present
p16va,fno,Sonstige Verwandte Anzahl,Number Of Other Relatives
p16vb,trr,Sonstige Verwandte - Entfernung,Where Do Other Relatives Live
p16vc,fno,Sonstige Verwandte - Beziehung,Nature Of Relationship To Oth Relative-s
p1beka,ntf,Befreundete Person 1: Verwandtschaft,Related To First Person Befriended
p1bekb,ntf,Befreundete Person 1: Geschlecht,Sex Of First Person Befriended
p1bekc,ntf,Befreundete Person 1: Alter,Age Of First Person Befriended
p1bekd,ics,Befreundete Person 1: Herkunft,Nationality Of First Person Befriended
p1bekd1,ics,Befreundete Person 1: aus selben Land wie Befragungsperson,Friend Number 1: From The Same Country
p1beke,ntf,"Befreundete Person 1: ist erwerbstaetig, in Ausbildung, in Rente",Friend Number 1: Labor Force Status
p1bekf,ntf,Befreundete Person 1: hoechster Bildungsabschluss,Friend Number 1: Highest Degree Received
p1job1a,ljo,erste Anstellung ueber Arbeitsamt in Deutschland,First Employment Through Federal Employment Office
p1job1b,ljo,erste Anstellung ueber Arbeitsamt im Heimatland,First Employment Through Employment Agency in Country of Origin
p1job1c,ljo,erste Anstellung ueber Arbeitsvermittlung Auslaender,First Employment Through Employment Agency for Foreigners
p1job1d,ljo,erste Anstellung ueber private Stellenvermittlung,First Employment Through Private Job Agency
p1job1e,ljo,erste Anstellung ueber Stellenanzeige in Zeitung,First Employment Through Job Ad in Paper
p1job1f,ljo,erste Anstellung ueber Stellenanzeige im Internet,First Employment Through Job Ad Internet
p1job1g,ljo,"erste Anstellung ueber Bekannte, Freunde, Angehoerige","First Employment Through Friend, Relatives"
p1job1h,ljo,erste Anstellung ueber Geschaeftsbeziehungen,First Employment Through Business Relations
p1job1i,ljo,bei erster Taetigkeit selbststaending,First Employment Self Employed
p1job1j,ljo,in Deutschland nie erwerbstaetig,Never Worked In Germany
p1job2,ljo,Gleiche berufliche Taetigkeit wie bei 1. Job,Same Type of Work As In 1. Job
p1job3,ljo,Gleiche berufliche Stellung wie bei 1. Job,Same Occupational Status As In 1. Job
p1job4,ljo,Gleicher Arbeitgeber wie bei 1. Job,Same Employer As In 1. Job
p1ka,ntf,Befreundete Person 1: Gesamt k.A.,"Friend Number 1, Item Nonresponse"
p1pera,ntf,Bedeutsame Person 1 ist Vertrauensperson,First Important Person Is Confidante
p1perb,ntf,"Bedeutsame Person 1 foerdert Vorankommen im Beruf, Ausbildung",Who Supports Career? First Person
p1perc,alt,Bedeutsame Person 1: Um Hilfe bitten bei Pflegebeduerftigkeit,First Important Person: Asking for help when in need of care
p1perd,ntf,"Bedeutsame Person 1: belastender Streit, Konflikt","First Important Person: burdensome argument, conflict"
p1pere,ntf,Bedeutsame Person 1 darf unangenehme Warheit sagen,First Important Person: Can tell even unpleasant truths
p2beka,ntf,Befreundete Person 2: Verwandtschaft,Related To Second Person Befriended
p2bekb,ntf,Befreundete Person 2: Geschlecht,Sex Of Second Person Befriended
p2bekc,ntf,Befreundete Person 2: Alter,Age Of Second Person Befriended
p2bekd,ics,Befreundete Person 2: Herkunft,Nationality Of Second Person Befriended
p2bekd1,ics,Befreundete Person 2: aus selben Land wie Befragungsperson,Friend Number 2: From The Same Country
p2beke,ntf,"Befreundete Person 2: ist erwerbstaetig, in Ausbildung, in Rente",Friend Number 1: Labor Force Status
p2bekf,ntf,Befreundete Person 2: hoechster Bildungsabschluss,Friend Number 2: Highest Degree Received
p2ka,ntf,Befreundete Person 2: Gesamt k.A.,"Friend Number 2, Item Nonresponse"
p2pera,ntf,Bedeutsame Person 2 ist Vertrauensperson,Second Important Person Is Confidante
p2perb,ntf,"Bedeutsame Person 2 foerdert Vorankommen im Beruf, Ausbildung",Who Supports Career? Second Person
p2perc,alt,Bedeutsame Person 2: Um Hilfe bitten bei Pflegebeduerftigkeit,Second Important Person: Asking for help when in need of care
p2perd,ntf,"Bedeutsame Person 2: belastender Streit, Konflikt","Second Important Person: burdensome argument, conflict"
p2pere,ntf,Bedeutsame Person 2 darf unangenehme Warheit sagen,Second Important Person: Can tell even unpleasant truths
p3beka,ntf,Befreundete Person 3: Verwandtschaft,Related To Third Person Befriended
p3bekb,ntf,Befreundete Person 3: Geschlecht,Sex Of Third Person Befriended
p3bekc,ntf,Befreundete Person 3: Alter,Age Of Third Person Befriended
p3bekd,ics,Befreundete Person 3: Herkunft,Nationality Of Third Person Befriended
p3bekd1,ics,Befreundete Person 3: aus selben Land wie Befragungsperson,Friend Number 3: From The Same Country
p3beke,ntf,"Befreundete Person 3: ist erwerbstaetig, in Ausbildung, in Rente",Friend Number 1: Labor Force Status
p3bekf,ntf,Befreundete Person 3: hoechster Bildungsabschluss,Friend Number 3: Highest Degree Received
p3ka,ntf,Befreundete Person 3: Gesamt k.A.,"Friend Number 3, Item Nonresponse"
p3pera,ntf,Bedeutsame Person 3 ist Vertrauensperson,Third Important Person Is Confidante
p3perb,ntf,"Bedeutsame Person 3 foerdert Vorankommen im Beruf, Ausbildung",Who Supports Career? Third Person
p3perc,ntf,Bedeutsame Person 3: Um Hilfe bitten bei Pflegebeduerftigkeit,Third Important Person: Asking for help when in need of care
p3perd,ntf,"Bedeutsame Person 3: belastender Streit, Konflikt","Third Important Person: burdensome argument, conflict"
p3pere,ntf,Bedeutsame Person 3 darf unangenehme Warheit sagen,Third Important Person: Can tell even unpleasant truths
p4pera,ntf,Bedeutsame Person 4 ist Vertrauensperson,Fourth Important Person Is Confidante
p4perb,ntf,"Bedeutsame Person 4 foerdert Vorankommen im Beruf, Ausbildung",Who Supports Career? Fourth Person
p4perc,ntf,Bedeutsame Person 4: Um Hilfe bitten bei Pflegebeduerftigkeit,Fourth Important Person: Asking for help when in need of care
p4perd,ntf,"Bedeutsame Person 4: belastender Streit, Konflikt","Fourth Important Person: burdensome argument, conflict"
p4pere,ntf,Bedeutsame Person 4 darf unangenehme Warheit sagen,Fourth Important Person: Can tell even unpleasant truths
p5pera,ntf,Bedeutsame Person 5 ist Vertrauensperson,Fifth Important Person Is Confidante
p5perb,ntf,"Bedeutsame Person 5 foerdert Vorankommen im Beruf, Ausbildung",Who Supports Career? Fifth Person
p5perc,ntf,Bedeutsame Person 5: Um Hilfe bitten bei Pflegebeduerftigkeit,Fifth Important Person: Asking for help when in need of care
p5perd,ntf,"Bedeutsame Person 5: belastender Streit, Konflikt","Fifth Important Person: burdensome argument, conflict"
p5pere,ntf,Bedeutsame Person 5 darf unangenehme Warheit sagen,Fifth Important Person: Can tell even unpleasant truths
p7tag,esc,Bezahlte Arbeit letzte 7 Tage,Paid Work In Last 7 Days
pab1,scc,Seit Vorjahr Ausbildung abgeschlossen,"Completed Education,Training After 2008"
pab2,scc,Seit Vorjahr Ausbildung Monat,Completed Training Month 2008
pab3,scc,Seit aktuellem Jahr Ausbildung Monat,Completed Training Month 2009
pab4,scc,Ausbildung mit Abschluss beendet,Education Successfully Completed
pab4a,scc,Land Abschluss Ausbildung,Country Education Completed
pab5,scc,Allgemeinbildender Schulabschluss,General-Education School Degree
pab6,scc,Hochschulabschluss,College Degree
pab6nr,scc,Code Hochschulabschluss (FS 11),Type Of College Degree
pab6nr1,scc,Code Hochschulabschluss,Type Of College Degree
pab6nr2,scc,Code Fachrichtung (FS 11),Type Of Tertiary Education
pab7,vdc,Ausbildungsart,"Type Of Education,Training"
pab7nr,vdc,Code Ausbildungsberuf (STBA 92),Occupation Trained For
pabka1,scc,Ausbildung abgeschlossen K.A.,Training Completed - Item Nonresponse
pabka2,vdc,Bildungsabschluss - Gesamt k.A.,Degree - Total Item Nonresponse
pabs01,tft,Schulbesuch,Attended School
pabs02,slc,Schulabschl. BRD,School-Leaving Degree FRG
pabs03,slc,Schulabschl.DDR,School-Leaving Degree GDR
pabs04,tft,Dauer Schulbes. anderes Land,"Duration Of School Attendance, Outside Germany"
pabs05,tft,Schulabschl. anderes Land,School-Leaving Degree Outside Germany
pabs06,tft,Berufsausbildung/Studium abgeschlossen,"Completed Voc. Training, Higher Education"
pabs07,vod,"gewerbl.,landwirts. Lehre",Apprenticeship Industry Or Agriculture
pabs08,vod,"kaufm.,sonst. Lehre",Business Or Other Apprentice
pabs09,vod,"Berufsfachsch.,Handelssch.",Full-time Vocational School
pabs10,cnd,Sch. d. Gesundheitswesens,School For Health Care Profession
pabs11,cnd,Fachschule,Specialized Technical School
pabs12,cnd,Beamtenausbildung,Civil Servant Education
pabs13,vod,Fachhochschule,Engineering School
pabs14,vod,Universitaet,University
pabs15,vod,sonst. Abschluss,Other Degree
pader,int,Adressermittlung,Success Obtaining Address
paderq,int,Info-Quelle fuer Adressermittlung,Person Supplying Address Information
padq,int,"Adressenermittlung, Informationsquelle",Source Of Address Information
palk1,alc,Genuss alkoholischer Getraenke: Bier,Alcoholic Beverages: Beer
palk2,alc,"Genuss alkoholischer Getraenke: Wein, Sekt","Alcoholic Beverages: Wine, Champagne"
palk3,alc,Genuss alkoholischer Getraenke: Spirituosen,Alcoholic Beverages: Spirits
palk4,alc,Genuss alkoholischer Getraenke: Mischgetraenke,Alcoholic Beverages: Mixed Drinks
palo,esc,Arbeitslos gemeldet,Registered Unemployed
palt,whr,Altersteilzeit,Pre-Retirement P-T Work Regulations
palt1,wkc,Altersteilzeit,Pre-Retirement P-T Work Regulations
palt2,pow,Reduzierte Arbeitszeits oder Gehalt,Reduced Working Hours Or Salary
palt3,pcn,Aufbau priv. Altersvorsorge,Provision For Old Age
palt4,pcn,Lebensunterhalt mit gesetzl. Rente,Support Yourself On Stat. Pension
palt5,pcn,Privatvorsorge wenn staatl. Zuschuesse,Contribute More To Private Pension
palt6,pcn,Wichtigkeit staatl. Zuschuesse Privatvors.,Importance Of State Contributions
pamt,ocs,Derzeitige Stellung Beamte,Is Civil Servant
pang,ocs,Derzeitige Stellung Angestellte,Is White-Collar Worker
par1,wid,Altersrente gesetzliche Rentenversicherung (in EURO),Amt. Pension payments (EUR)
par10,pfd,Betrag Knappschaft A,Amt. Miner Pension-Self
par11,old,Betrag Altershilfe der Landwirte A,Amt. Farmer Pension-Self
par2,old,Altersrente Beamtenversorgung (in EURO),Amt. Civil Servant Pension-Self
par3,old,Altersrente Kriegsopferversorgung (in EURO),Amt. War Victim Pension-Self
par4,old,Altersrente Unfallversicherung (in EURO),Amt. Worker Accident Pension-Self
par5,old,Altersrente Zusatzversorgung oeffentlicher Dienst (in EURO),Amt. Supp. Civil Servant Pension-Self
par6,old,Altersrente betriebliche Altersversorgung (in EURO),Amt. Company Pension-Self
par7,old,Private Altersrente (in EURO),Amt. Private Pension-Self
par8,old,Altersrente sonstige (in EURO),Amt. Other Pension-Self
parb,ocs,Derzeitige Stellung Arbeiter,Is Industrial Sector Worker
parb01,sim,Arbeit unter Zeitdruck,Working Under Time Pressure
parb02,sim,Gedanken an Arbeitsprobleme beim Aufwachen,Thinking About Work-Related Problems First Thing in The Morning
parb03,sim,Abschalten von der Arbeit faellt leicht,Easy To Stop Thinking About Work
parb04,sim,Aufopfern fuer Beruf,Make Sacrifices For Career
parb05,sim,Arbeit geht abends im Kopf rum,Always Thinking About Work
parb06,sim,Schlafprobleme wegen Arbeit,Sleeping Problems Due To Work
parb07,sim,berufliche Belastung: Zeitdruck,Job-Related Burdens: High Time Pressure
parb07a,sim,berufliche Belastung: Zeitdruck -  empfinden,Job-Related Burdens: Feeling High Time Pressure
parb08,sim,berufliche Belastung: haeufige Unterbrechungen,Job-related Burdens: Frequent Interruptions
parb08a,sim,berufliche Belastung: haeufige Unterbrechungen - empfinden,Job-Related Burdens: Feeling - Frequent Interruptions
parb09,sim,berufliche Belastung: Arbeitsumfang,Jobs-Related Burdens: Amount Of Work
parb09a,sim,berufliche Belastung: Arbeitsumfang - empfinden,Jobs-Related Burdens: Feeling Amount Of Work
parb10,sim,berufliche Belastung: schlechte Aufstiegschancen,Job-Related Burdens: Bad Chances Of Promotion
parb10a,sim,berufliche Belastung: schlechte Aufstiegschancen - empfinden,Job-Related Burdens: Feeling Bad Chances Of Promotion
parb11,sim,berufliche Belastung: schlechte Arbeitssituation,Job-Related Burdens: Bad Working Situation
parb11a,sim,berufliche Belastung: schlechte Arbeitssituation - empfinden,Job-Related Burdens: Feeling Bad Working Situation
parb12,sim,berufliche Belastung: Arbeitsplatz gefaehrdet,Job-Related Burdens: Job Is In Jeopardy
parb12a,sim,berufliche Belastung: Arbeitsplatz gefaehrdet - empfinden,Job-Related Burdens: Feeling Job Is In Jeopardy
parb13,sim,berufliche Anerkennung: durch Vorgesetzte,Job-Related Burdens: From Superior
parb13a,sim,berufliche Anerkennung: durch Vorgesetzte - empfinden,Job-Related Burdens: Feeling - From Superior
parb14,sim,berufliche Anerkennung: fuer Leistung angemessen,Job-Related Recognition: In Accordance With Efforts
parb14a,sim,berufliche Anerkennung: fuer Leistung angemessen - empfinden,Job-Related Recognition: Feeling - in accordance with efforts
parb15,sim,berufliche Anerkennung: Aufstiegschancen,Job-Related Recognition: Chances Of Personal Advancement
parb15a,sim,berufliche Anerkennung: Aufstiegschancen - empfinden,Job-Related Recognition: Feeling - chances of personal advancement
parb16,sim,berufliche Anerkennung: Gehalt,Job-Related Recognition: Pay
parb16a,sim,berufliche Anerkennung: Gehalt - empfinden,Job-Related Recognition: Feeling - Pay
parka,old,Altersrente - Gesamt k.A.,"Old-Age,Invalid Pension, Total Item Nonresponse"
parso,pfd,"Rente: Sonstige Traeger: Renten-,Pensionen (Text)",Other Means: Self-Pension
part,wim,Art des Personendatensatzes,Type Of Person Record
paus1,tft,Derzeit in Ausbildung,"Now Receiving Education,Training"
