"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"pjoba2","T0201060000000000","","Berufliche Stellung vor Zuzug","Occupational Status Before Migration","Occupational Status Before Migration","Berufliche Stellung vor Zuzug"
"pjoba3","T0201060000000000","","Letztes Nettoeinkommen vor Zuzug EURO","Last Net Income Before Migration (EUR)","Last Net Income Before Migration (EUR)","Letztes Nettoeinkommen vor Zuzug EURO"
"pjoba4","T0201060000000000","","Letztes Nettoeinkommen vor Zuzug andere Waehrung","Last Net Income Before Migration (Other Currancy)","Last Net Income Before Migration (Other Currancy)","Letztes Nettoeinkommen vor Zuzug andere Waehrung"
"pjoba5","T0201060000000000","","Durchschnittliche Arbeitszeit vor Zuzug h/w","Average Working Hours Prior Migration (h/w)","Average Working Hours Prior Migration (h/w)","Durchschnittliche Arbeitszeit vor Zuzug h/w"
"pjoba6","T0201060000000000","","Veraenderung berufliche Situation vor/nach Zuzug","Change in Occupational Situation before/after Migration","Change in Occupational Situation before/after Migration","Veraenderung berufliche Situation vor/nach Zuzug"
"pjobka1","T0206010000000000","sef","Nebentaetigkeit: Gesamt k.A.","Second Job Item Nonresponse","Second Job Item Nonresponse","Nebentaetigkeit: Gesamt k.A."
"pjobka2","T0206010000000000","sef","Nebentaetigkeit - Gesamt k.A.","Second Job in - Item Nonresponse","Second Job in - Item Nonresponse","Nebentaetigkeit - Gesamt k.A."
"pjobno","T0206010000000000","sef","Keine Nebentaetigkeit","None Of These","None Of These","Keine Nebentaetigkeit"
"pkal01","T0202020100000000","esf","Voll erwerbstaetig, Jan-Dez Vorjahr","Employed Full-Time Jan-Dec Prev. Yr","Employed Full-Time Jan-Dec Prev. Yr","Voll erwerbstaetig, Jan-Dez Vorjahr"
"pkal02","T0202020200000000","ept","Teilzeit, Jan-Dez Vorjahr","Employed Part-Time Jan-Dec Prev. Yr","Employed Part-Time Jan-Dec Prev. Yr","Teilzeit, Jan-Dez Vorjahr"
"pkal03","T0202021000000000","oft","Ausbildung, Jan-Dez Vorjahr","Education, Training Jan-Dec Prev. Yr","Education, Training Jan-Dec Prev. Yr","Ausbildung, Jan-Dez Vorjahr"
"pkal04","T0202021000000000","oft","Fortbilung,Jan-Dez Vorjahr","Further Education, Jan-Dec Prev. Yr","Further Education, Jan-Dec Prev. Yr","Fortbilung,Jan-Dez Vorjahr"
"pkal05","T0202020500000000","rue","Arbeitslos gemeldet,Jan-Dez Vorjahr","Registered Unemployed Jan-Dec Prev. Yr","Registered Unemployed Jan-Dec Prev. Yr","Arbeitslos gemeldet,Jan-Dez Vorjahr"
"pkal06","T0202020600000000","rep","In Rente etc.,Jan-Dez Vorjahr","Retired Jan-Dec Prev. Yr","Retired Jan-Dec Prev. Yr","In Rente etc.,Jan-Dez Vorjahr"
"pkal07","T0202020700000000","onl","Mutterschutz etc.,Jan-Dez Vorjahr","Maternity Leave Jan-Dec Prev. Yr","Maternity Leave Jan-Dec Prev. Yr","Mutterschutz etc.,Jan-Dez Vorjahr"
"pkal08","T0202021300000000","scp","Schule etc.,Jan-Dez Vorjahr","In School,College Jan-Dec Prev. Yr","In School,College Jan-Dec Prev. Yr","Schule etc.,Jan-Dez Vorjahr"
"pkal09","T0202020800000000","mcv","Wehrdienst, Zivildienst, soziales Jahr; Jan.-Dez. Vorjahr","Military,Comm Srvce Jan-Dec Prv. Yr","Military,Comm Srvce Jan-Dec Prv. Yr","Wehrdienst, Zivildienst, soziales Jahr; Jan.-Dez. Vorjahr"
"pkal09a","T0202020800000000","mcv","Wehrdienst, Zivildienst, soziales Jahr; Vorjahr","Military,Community Srvce, Voluntary Social","Military,Community Srvce, Voluntary Social","Wehrdienst, Zivildienst, soziales Jahr; Vorjahr"
"pkal10","T0202020900000000","hom","Hausfrau,-mann,Jan-Dez Vorjahr","Housewife,Househusband Jan-Dec Prev. Yr","Housewife,Househusband Jan-Dec Prev. Yr","Hausfrau,-mann,Jan-Dez Vorjahr"
"pkal11","T0202021200000000","oth","Sonstiges, Jan-Dez Vorjahr","Other Jan-Dec Prev. Yr","Other Jan-Dec Prev. Yr","Sonstiges, Jan-Dez Vorjahr"
"pkal12","T0202021100000000","min","Mini-Job, Jan-Dez Vorjahr","Mini-Job Jan-Dec Prev. Yr","Mini-Job Jan-Dec Prev. Yr","Mini-Job, Jan-Dez Vorjahr"
"pkal13","T0202020300000000","stw","Kurzarbeit, Jan-Dez Vorjahr","short-time work Jan-Dec Prev. Year","short-time work Jan-Dec Prev. Year","Kurzarbeit, Jan-Dez Vorjahr"
"pkilo","T0501010000000000","hco","Koerpergewicht in kg","Weight","Weight","Koerpergewicht in kg"
"pkkw","T0504030000000000","chi","Kassenwechsel in Vorjahr","Changed Health Insurance Provider In 2008","Changed Health Insurance Provider In 2008","Kassenwechsel in Vorjahr"
"pkkw1","T0504020000000000","tin","KV-Wechsel wenn Zuschlag/Rueckerstattg. 8Eur/Monat","Change Of Health Insurance Provider Because Of Extra Pay 8 Euros","Change Of Health Insurance Provider Because Of Extra Pay 8 Euros","KV-Wechsel wenn Zuschlag/Rueckerstattg. 8Eur/Monat"
"pkr1","T0502010000000000","hsp","Krankenhausaufenthalte Vorjahr einmal/mehr- 1 Nacht","hospital stay oner or more nights - 2009","hospital stay oner or more nights - 2009","Krankenhausaufenthalte Vorjahr einmal/mehr- 1 Nacht"
"pkr10","T0501020000000000","idd","Krebserkrankung","Cancer","Cancer","Krebserkrankung"
"pkr11","T0501020000000000","idd","Schlaganfall","Apoplectic Stroke","Apoplectic Stroke","Schlaganfall"
"pkr12","T0501020000000000","idd","Migraene","Megrim","Megrim","Migraene"
"pkr13","T0501020000000000","idd","Bluthochdruck","High Blood Presure","High Blood Presure","Bluthochdruck"
"pkr14","T0501020000000000","idd","Depressive Erkrankung","Depressive Psychosis","Depressive Psychosis","Depressive Erkrankung"
"pkr15","T0501020000000000","idd","Demenzerkrankung","Dementia","Dementia","Demenzerkrankung"
"pkr16","T0501020000000000","idd","Sonstige Krankheit","Other Illness","Other Illness","Sonstige Krankheit"
"pkr17","T0501030000000000","sft","Chron. Beschwerden/Krankheiten seit 1 Jahr","chronically ill till 1 year","chronically ill till 1 year","Chron. Beschwerden/Krankheiten seit 1 Jahr"
"pkr18","T0501050000000000","wdi","Wegen Krankheit des Kindes nicht gearbeitet","no days off work child sick","no days off work child sick","Wegen Krankheit des Kindes nicht gearbeitet"
"pkr19","T0501050000000000","wdi","Anzahl Tage wegen Krankh. Kind nicht gearbeitet","number of days off work child sick","number of days off work child sick","Anzahl Tage wegen Krankh. Kind nicht gearbeitet"
"pkr2","T0502010000000000","hsp","Naechte im Krankenhaus Vorjahr insgesamt","number of nights in hospital 2009","number of nights in hospital 2009","Naechte im Krankenhaus Vorjahr insgesamt"
"pkr20","T0501050000000000","wdi","Aus anderen Gruenden nicht gearbeitet","days off work due to other reasons","days off work due to other reasons","Aus anderen Gruenden nicht gearbeitet"
"pkr21","T0501050000000000","wdi","Anzahl Tage aus anderen Gruenden nicht gearbeitet","number of days off work due to other reasons","number of days off work due to other reasons","Anzahl Tage aus anderen Gruenden nicht gearbeitet"
"pkr22","T0501050000000000","wdi","Keine Fehltage aus persoenlichen Gruenden","no days absent because of personal reasons","no days absent because of personal reasons","keine Fehltage aus persoenlichen Gruenden"
"pkr23","T0501020000000000","idd","Schlafstoerung","Sleep Disturbances","Sleep Disturbances","Schlafstoerung"
"pkr24","T0501020000000000","idd","Gelenkerkrankungen (auch Arthrose, Rheuma)","Joint Disorder (also: Arthrosis, Rheumatism)","Joint Disorder (also: Arthrosis, Rheumatism)","Gelenkerkrankungen (auch Arthrose, Rheuma)"
"pkr25","T0501020000000000","idd","Chronische Rueckenbeschwerden","Chronic Back Complaints","Chronic Back Complaints","Chronische Rueckenbeschwerden"
"pkr3","T0502010000000000","hsp","Krankenhausaufenthalte insgesamt","Hospital Stay Total 2008","Number Of Hospital Stays 2007","Krankenhausaufenthalt Vorjahr Anzahl"
"pkr4","T0501050000000000","wdi","Krankmeldung >6 Wochen","Out Sick More Than Six Wks. 2008","Out Sick More Than Six Wks. Prev. Yr","Krankgemeldet ueb. 6 Wo. 97"
"pkr5","T0501050000000000","wdi","Wegen Krankheit im Vorjahr nicht gearbeitet","No Days Off Work Sick 2008","No Days Off Work Sick 2009","Wegen Krankheit im Vorjahr nicht gearbeitet"
"pkr6","T0501050000000000","wdi","Anzahl Tage wegen Krankheit nicht gearbeitet","Number Of Days Off Work Sick 2008","Number Of Days Off Work Sick 2009","Anzahl Tage wegen Krankheit nicht gearbeitet"
"pkr7","T0501020000000000","idd","Diabetes","Diabetes","Diabetes","Diabetes"
"pkr8","T0501020000000000","idd","Asthma","asthma","Asthma","Asthma"
"pkr9","T0501020000000000","idd","Herzkrankheit","Cardiopathy","Cardiopathy","Herzkrankheit"
"pkrno","T0501020000000000","idd","Keine Krankheit festgestellt","No Illness","No Illness","Keine Krankheit festgestellt"
"pkt01","T0504020000000000","tin","GKV Normal- oder Wahltarif","Compulsory Health Insurance - normal or alternative tariff","Compulsory Health Insurance - normal or alternative tariff","GKV Normal- oder Wahltarif"
"pkt02","T0504020000000000","tin","GKV Wahltarif, Bonusprogramm","CHI - alternative tariff, bonusprogram","CHI - alternative tariff, bonusprogram","GKV Wahltarif, Bonusprogramm"
"pkt03","T0504020000000000","tin","GKV Wahltarif, Selbsbehalttarif","CHI - alternative tariff, deductible tariff","CHI - alternative tariff, deductible tariff","GKV Wahltarif, Selbsbehalttarif"
"pkt04","T0504020000000000","tin","GKV Wahltarif, Kostenerstattungstarif","CHI - alternative tariff, refund tariff","CHI - alternative tariff, refund tariff","GKV Wahltarif, Kostenerstattungstarif"
"pkt05","T0504020000000000","tin","GKV Wahltarif, Hausarzttarif","CHI - alternative tariff, family doctor tariff","CHI - alternative tariff, family doctor tariff","GKV Wahltarif, Hausarzttarif"
"pkt06","T0504020000000000","tin","GKV Wahltarif, integrierte Versorgung","CHI - alternative tariff, integrated care","CHI - alternative tariff, integrated care","GKV Wahltarif, integrierte Versorgung"
"pkt07","T0504020000000000","tin","GKV Wahltarif, Chronikerprogramm","CHI - alternative tariff, program for multimorbid patients","CHI - alternative tariff, program for multimorbid patients","GKV Wahltarif, Chronikerprogramm"
"pkt08","T0504020000000000","tin","GKV Wahltarif, Arzneimitteltarif","CHI - alternative tariff, medicine tariff","CHI - alternative tariff, medicine tariff","GKV Wahltarif, Arzneimitteltarif"
"pkt09","T0504020000000000","tin","GKV Wahltarif, Sonstiger Tarif","CHI - alternative tariff, other tariff","CHI - alternative tariff, other tariff","GKV Wahltarif, Sonstiger Tarif"
"pktka","T0504020000000000","tin","GKV Wahltarif, Gesamt KA","CHI - alternative tariff, total","CHI - alternative tariff, total","GKV Wahltarif, Gesamt KA"
"pkurz","T0202010000000000","esc","Kurzarbeit im letzten Monat","short-time work last month","short-time work last month","Kurzarbeit im letzten Monat"
"pkv01","T0504010000000000","ist","Art der Krankenversicherung","Type Of Health Insurance","Type Of Health Insurance","Art der Krankenversicherung"
"pkv02","T0504020000000000","tin","Name der gesetzlichen Krankenversicherung","Health Insurance Provider","Health Insurance Provider","Name der gesetzlichen Krankenversicherung"
"pkv03","T0504010000000000","ist","Versichertenstatus","Insurance Status","insurence status","Versichertenstatus"
"pkv04","T0504020000000000","tin","Private Zusatzkrankenversicherung haben","Adittional Private Insurance","Adittional Private Insurance","Private Zusatzkrankenversicherung haben"
"pkv05","T0504020000000000","tin","Monatl. Beitrag fuer priv. Zusatzkrankenvers.","Amt. Addtnl. Private Insurance per month","Amt. Addtnl. Private Insurance per month","monatl. Beitrag fuer priv. Zusatzkrankenvers."
"pkv06","T0504020000000000","tin","Kenne monatl. Beitrag priv. Zusatzvers. nicht","nonresponse Amt. Addtnl. Private Insurance per month","nonresponse Amt. Addtnl. Private Insurance per month","kenne monatl. Beitrag priv. Zusatzvers. nicht"
"pkv07","T0504020000000000","tin","Krankenhausbehandl. abgedeckt durch priv. Zusatzv.","Hospital Stay Covered by private insurance","Hospital Stay Covered by private insurance","Krankenhausbehandl. abgedeckt durch priv. Zusatzv."
"pkv08","T0504020000000000","tin","Zahnersatz abgedeckt durch priv. Zusatzv.","Dentures Covered by private insurance","Dentures Covered by private insurance","Zahnersatz abgedeckt durch priv. Zusatzv."
"pkv09","T0504020000000000","tin","Heil-, Hilfsmittel abgedeckt durch priv. Zusatzv.","Corrective Devices Covered by private insurance","Corrective Devices Covered by private insurance","Heil-, Hilfsmittel abgedeckt durch priv. Zusatzv."
"pkv10","T0504020000000000","tin","Auslandsaufenthalt abfedeckt durch priv. Zusatzv.","Coverage Abroad by private insurance","Coverage Abroad by private insurance","Auslandsaufenthalt abfedeckt durch priv. Zusatzv."
"pkv11","T0504020000000000","tin","Sonstiges abgedeckt durch priv. Zusatzv.","other covered by private insurance","other covered by private insurance","Sonstiges abgedeckt durch priv. Zusatzv."
"pkv12","T0504020000000000","tin","weiss nicht, was priv. Zusatzv. abdeckt","do not know, covered by private insurance","do not know, covered  by private insurance","weiss nicht, was priv. Zusatzv. abdeckt"
"pkv13","T0504020000000000","tin","Zusatzbeitrag o. Praemie an/von GKV","Additional Contribution or bonus to/from GKV","Additional Contribution or bonus to/from GKV","Zusatzbeitrag o. Praemie an/von GKV"
"pkv14","T0504030000000000","chi","Wechsel der KV wenn Zusatzbeitrag","Change Of Health Insurance Provider Because Of Extra Pay","Change Of Health Insurance Provider Because Of Extra Pay","Wechsel der KV wenn Zusatzbeitrag"
"pla0001","T0101000000000000","bad","Geburtsjahr des Vaters","Birth Year Of Father","Birth Year Of Father","Geburtsjahr des Vaters"
"pla0002","T0101000000000000","bad","Geburtsjahr der Mutter","Birth Year Of Mother","Birth Year Of Mother","Geburtsjahr der Mutter"
"pla0003","T0101000000000000","bad","Alter des juengsten Kindes","Age Of Youngest Child","Age Of Youngest Child","Alter des juengsten Kindes"
"pla0004","T0101000000000000","bad","Alter des zweitjuengsten Kindes","Age Of Second Youngest Child","Age Of Second Youngest Child","Alter des zweitjuengsten Kindes"
"pla0005","T0101000000000000","bad","Alter des drittjuengsten Kindes","Age Of Third Youngest Child","Age Of Third Youngest Child","Alter des drittjuengsten Kindes"
"pla0006","T0101000000000000","bad","Alter des viertjuengsten Kindes","Age Of Fourth Youngest Child","Age Of Fourth Youngest Child","Alter des viertjuengsten Kindes"
"pla0007","T0101000000000000","bad","Alter des fuenftjuengsten Kindes","Age Of Fifth Youngest Child","Age Of Fifth Youngest Child","Alter des fuenftjuengsten Kindes"
"pla0008","T0102000000000000","sex","Geschlecht","Sex","Sex","Geschlecht"
"plb0027","T0203010000000000","sde","Neuer Arbeitsvertrag nach 30. Juni 1990","Extended Contract After June 30th Prev Yr","Extended Contract After June 30th Prev Yr","Neuer Arbeitsvertrag nach 30. Juni 1990"
"plb0039","T0203020100000000","ind","Staatsapparat o. oeffentl. Dienst","Civil Service","Civil Service","Staatsapparat o. oeffentl. Dienst"
"plb0045","T0203020300000000","cts","Aenderung Unternehmensform des Betriebes","Change In Operation Of Company","Change In Operation Of Company","Aenderung Unternehmensform des Betriebes"
"plb0046","T0203020300000000","cts","Rechtsform des Betriebes","Type Of Operation","Type Of Operation","Rechtsform des Betriebes"
"plb0051","T0203020400000000","cdv","Ankuendigung von Entlassungen","Lay-Offs At Company","Lay-Offs At Company","Ankuendigung von Entlassungen"
"plb0052","T0203020400000000","cdv","Betroffenheit Entlassungen im Betrieb","Affected By Company Lay-Offs","Affected By Company Lay-Offs","Betroffenheit Entlassungen im Betrieb"
"plb0056","T0205050000000000","jcl","Bauern,in der Landwirtschaft taetig","Last Worked As Farmer","Last Worked As Farmer","Bauern,in der Landwirtschaft taetig"
"plb0138","T0203050100000000","dtw","Hauptgrund fuer Arbeit im Westen","Main Reason For Working In The West","Main Reason For Working In The West","Hauptgrund fuer Arbeit im Westen"
"plb0177","T0204010100000000","whr","Wochenarbeitszeit - Nachkommastelle","Agreed Upon Hours Of Work Per Week","Agreed Upon Hours Of Work Per Week","Wochenarbeitszeit - Nachkommastelle"
"plb0178","T0204010100000000","whr","Tatsaechliche Arbeitszeit-Nachkommastell","Actual Hours Of Work Per Week (Fraction)","Actual Hours Of Work Per Week (Fraction)","Tatsaechliche Arbeitszeit-Nachkommastell"
"plb0242","T0204040200000000","dmy","Ausfall- oder Fehlzeiten letzter Monat","Absent Last Month","Absent Last Month","Ausfall- oder Fehlzeiten letzter Monat"
