"study","dataset","variable","label","concept"
"soep-fid","f10eltern5","f10e512f","Foerderbedarf: Hoerschaedigung","e5son6"
"soep-fid","f11eltern5","f11e512f","Foerderbedarf: Hoerschaedigung","e5son6"
"soep-fid","f12eltern6","f12e616f","Foerderbedarf: Hoerschaedigung","e6son6"
"soep-fid","f12eltern5","f12e512f","Foerderbedarf: Hoerschaedigung","e5son6"
"soep-fid","bioage08p1","b08specned6","Special needs: hearing","fid_specned6"
"soep-fid","bioagel","specned6","Special needs: hearing","fid_specned6"
"soep-fid","bioage08p2","b08specned6","Special needs: hearing","fid_specned6"
"soep-fid","bioage10p1","b10specned7","Special needs: physical/motoric","fid_specned7"
"soep-fid","bioage10p2","b10specned7","Special needs: physical/motoric","fid_specned7"
"soep-fid","f10eltern6","f10e614g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e6son7"
"soep-fid","f11eltern6","f11e614g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e6son7"
"soep-fid","f10eltern5","f10e512g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e5son7"
"soep-fid","f12eltern5","f12e512g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e5son7"
"soep-fid","f11eltern5","f11e512g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e5son7"
"soep-fid","f12eltern6","f12e616g","Foerderbedarf: koerperliche/motorische Beeintraechtigungen","e6son7"
"soep-fid","bioage08p1","b08specned7","Special needs: physical/motoric","fid_specned7"
"soep-fid","bioagel","specned7","Special needs: physical/motoric","fid_specned7"
"soep-fid","bioage08p2","b08specned7","Special needs: physical/motoric","fid_specned7"
"soep-fid","bioage10p1","b10specned8","Special needs: long-lasting disease","fid_specned8"
"soep-fid","bioage10p2","b10specned8","Special needs: long-lasting disease","fid_specned8"
"soep-fid","f10eltern6","f10e614h","Foerderbedarf: lang andauernde Erkrankung","e6son8"
"soep-fid","f11eltern6","f11e614h","Foerderbedarf: lang andauernde Erkrankung","e6son8"
"soep-fid","f10eltern5","f10e512h","Foerderbedarf: lang andauernde Erkrankung","e5son8"
"soep-fid","f12eltern6","f12e616h","Foerderbedarf: lang andauernde Erkrankung","e6son8"
"soep-fid","f12eltern5","f12e512h","Foerderbedarf: lang andauernde Erkrankung","e5son8"
"soep-fid","f11eltern5","f11e512h","Foerderbedarf: lang andauernde Erkrankung","e5son8"
"soep-fid","bioage08p1","b08specned8","Special needs: long-lasting disease","fid_specned8"
"soep-fid","bioage08p2","b08specned8","Special needs: long-lasting disease","fid_specned8"
"soep-fid","bioagel","specned8","Special needs: long-lasting disease","fid_specned8"
"soep-fid","bioage10p1","b10specned9","Special needs: none","fid_specned9"
"soep-fid","bioage10p2","b10specned9","Special needs: none","fid_specned9"
"soep-fid","f10eltern6","f10e614i","Foerderbedarf: nichts davon","e6son9"
"soep-fid","f11eltern6","f11e614i","Foerderbedarf: nichts davon","e6son9"
"soep-fid","f10eltern5","f10e512i","Foerderbedarf: nichts davon","e5son9"
"soep-fid","f12eltern6","f12e616i","Foerderbedarf: nichts davon","e6son9"
"soep-fid","f12eltern5","f12e512i","Foerderbedarf: nichts davon","e5son9"
"soep-fid","f11eltern5","f11e512i","Foerderbedarf: nichts davon","e5son9"
"soep-fid","bioage08p1","b08specned9","Special needs: none","fid_specned9"
"soep-fid","bioage08p2","b08specned9","Special needs: none","fid_specned9"
"soep-fid","bioagel","specned9","Special needs: none","fid_specned9"
"soep-fid","f10eltern4","f10e421a","Beginn der Kinderbetreuung Monat","e4einc"
"soep-fid","bioage02","b02stcaremn","Start of child care (ever), month","fid_stcaremn"
"soep-fid","f10eltern2","f10e227a","Beginn der Kinderbetreuung Monat","e2einc"
"soep-fid","f12eltern2","f12e227a","Beginn der Kinderbetreuung Monat","e2einc"
"soep-fid","f11eltern2","f11e227a","Beginn der Kinderbetreuung Monat","e2einc"
"soep-fid","f10eltern1","f10e122a","Beginn der Kinderbetreuung Monat","e1einmo"
"soep-fid","f10eltern3","f10e327a","Beginn der Kinderbetreuung Monat","e3einc"
"soep-fid","bioage03","b03stcaremn","Start of child care (ever), month","fid_stcaremn"
"soep-fid","bioage06","b06stcaremn","Start of child care (ever), month","fid_stcaremn"
"soep-fid","f12eltern1","f12e122a","Beginn der Kinderbetreuung Monat","e1einmo"
"soep-fid","f11eltern1","f11e122a","Beginn der Kinderbetreuung Monat","e1einmo"
"soep-fid","f12eltern3","f12e327a","Beginn der Kinderbetreuung Monat","e3einc"
"soep-fid","f12eltern4","f12e423a","Beginn der Kinderbetreuung Monat","e4einc"
"soep-fid","bioage01","b01stcaremn","Start of child care (ever), month","fid_stcaremn"
"soep-fid","f11eltern3","f11e327a","Beginn der Kinderbetreuung Monat","e3einc"
"soep-fid","f11eltern4","f11e423a","Beginn der Kinderbetreuung Monat","e4einc"
"soep-fid","bioagel","stcaremn","Start of child care (ever), month","fid_stcaremn"
"soep-fid","bioage02","b02stcareyr","Start of child care (ever), year","fid_stcareyr"
"soep-fid","f10eltern2","f10e227b","Beginn der Kinderbetreuung Jahr","e2eind"
"soep-fid","f11eltern2","f11e227b","Beginn der Kinderbetreuung Jahr","e2eind"
"soep-fid","f12eltern2","f12e227b","Beginn der Kinderbetreuung Jahr","e2eind"
"soep-fid","f10eltern1","f10e122b","Beginn der Kinderbetreuung Jahr","e1einj"
"soep-fid","f10eltern3","f10e327b","Beginn der Kinderbetreuung Jahr","e3eind"
"soep-fid","f10eltern4","f10e421b","Beginn der Kinderbetreuung Jahr","e4eind"
"soep-fid","bioage06","b06stcareyr","Start of child care (ever), year","fid_stcareyr"
"soep-fid","f12eltern1","f12e122b","Beginn der Kinderbetreuung Jahr","e1einj"
"soep-fid","f12eltern3","f12e327b","Beginn der Kinderbetreuung Jahr","e3eind"
"soep-fid","f12eltern4","f12e423b","Beginn der Kinderbetreuung Jahr","e4eind"
"soep-fid","bioage01","b01stcareyr","Start of child care (ever), year","fid_stcareyr"
"soep-fid","f11eltern1","f11e122b","Beginn der Kinderbetreuung Jahr","e1einj"
"soep-fid","f11eltern3","f11e327b","Beginn der Kinderbetreuung Jahr","e3eind"
"soep-fid","f11eltern4","f11e423b","Beginn der Kinderbetreuung Jahr","e4eind"
"soep-fid","bioage03","b03stcareyr","Start of child care (ever), year","fid_stcareyr"
"soep-fid","bioagel","stcareyr","Start of child care (ever), year","fid_stcareyr"
"soep-fid","bioagel","suppartn","Feel supported by partner","item_6794"
"soep-fid","bioage01","b01suppartn","Feel supported by partner","item_4508"
"soep-fid","f11p","f11welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f10lela","f10welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f12eltern2","f12welle","Erhebungsjahr","jahr"
"soep-fid","bioage03","syear","Survey year","item_5617"
"soep-fid","bioage06","syear","Survey year","item_5617"
"soep-fid","f12eltern4","f12welle","Erhebungsjahr","jahr"
"soep-fid","f10eltern2","f10welle","Erhebungsjahr","jahr"
"soep-fid","f10eltern3","f10welle","Erhebungsjahr","jahr"
"soep-fid","bioage10p1","syear","Survey year","jahr"
"soep-fid","f12p","f12welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f11lela","f11welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f12jugend","f12welle","Erhebungsjahr","jahr"
"soep-fid","bioage10p2","syear","Survey year","jahr"
"soep-fid","f10p","f10welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f12eltern3","f12welle","Erhebungsjahr","jahr"
"soep-fid","f12lela","f12welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","f10eltern5","f10welle","Erhebungsjahr","jahr"
"soep-fid","bioage08p2","syear","Survey year","item_5617"
"soep-fid","f10eltern1","f10welle","Befragungsjahr","jahr"
"soep-fid","f11eltern1","f11welle","Befragungsjahr","jahr"
"soep-fid","f11eltern4","f11welle","Erhebungsjahr","jahr"
"soep-fid","bioage01","syear","Survey year","item_5617"
"soep-fid","f10jugend","f10welle","Erhebungsjahr","jahr"
"soep-fid","bioresid","svyyear","Survey Year, 4-Digit","jahr"
"soep-fid","f12eltern5","f12welle","Erhebungsjahr","jahr"
"soep-fid","f11eltern3","f11welle","Erhebungsjahr","jahr"
"soep-fid","f12eltern6","f12welle","Erhebungsjahr","jahr"
"soep-fid","f12eltern1","f12welle","Befragun","jahr"
"soep-fid","f10eltern4","f10welle","Erhebungsjahr","jahr"
"soep-fid","f10h","f10welle","Befragungswelle (Erhebungsjahr)","jahr"
"soep-fid","bioage02","syear","Survey year","jahr"
"soep-fid","f11h","f11welle","Befragungswelle (1984=1)","jahr"
"soep-fid","f12h","f12welle","Befragungswelle (1984=1)","jahr"
"soep-fid","bioage08p1","syear","Survey year","item_5617"
"soep-fid","f10eltern6","f10welle","Erhebungsjahr","jahr"
"soep-fid","f11eltern2","f11welle","Erhebungsjahr","jahr"
"soep-fid","bioagel","syear","Survey year","item_7116"
"soep-fid","f11eltern5","f11welle","Erhebungsjahr","jahr"
"soep-fid","paradatal","syear","Survey Year","jahr"
"soep-fid","f11eltern6","f11welle","Erhebungsjahr","jahr"
"soep-fid","f11jugend","f11welle","Erhebungsjahr","jahr"
"soep-fid","f12eltern2","f12e236a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","bioage02","b02temp1","Child generally happy and satisfied","item_4530"
"soep-fid","f12eltern1","f12e132a","Heute: Kind ist froehlich, zufrieden","item_4530"
"soep-fid","bioagel","temp1","Child generally happy and satisfied","item_6825"
"soep-fid","f10eltern3","f10e337a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","f12eltern3","f12e337a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","f11eltern1","f11e132a","Heute: Kind ist froehlich, zufrieden","item_4530"
"soep-fid","f11eltern2","f11e236a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","bioage03","b03temp1","Child generally happy and satisfied","item_4809"
"soep-fid","f10eltern1","f10e132a","Heute: Kind ist froehlich, zufrieden","item_4530"
"soep-fid","f10eltern2","f10e236a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","f11eltern3","f11e337a","Kind meist froehlich /zufrieden","item_4530"
"soep-fid","bioage01","b01temp1","Child generally happy and satisfied","item_4530"
"soep-fid","f10eltern1","f10e132b","Heute: Kind ist leicht erregbar, weint haeufig","item_4531"
"soep-fid","bioagel","temp2","Child is easily irritated, cries often","item_6826"
"soep-fid","f10eltern3","f10e337b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","f12eltern3","f12e337b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","f11eltern2","f11e236b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","bioage03","b03temp2","Child is easily irritated, cries often","item_4810"
"soep-fid","f11eltern1","f11e132b","Heute: Kind ist leicht erregbar, weint haeufig","item_4531"
"soep-fid","bioage01","b01temp2","Child is easily irritated, cries often","item_4531"
"soep-fid","f10eltern2","f10e236b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","bioage02","b02temp2","Child is easily irritated, cries often","item_4531"
"soep-fid","f12eltern1","f12e132b","Heute: Kind ist leicht erregbar, weint haeufig","item_4531"
"soep-fid","f11eltern3","f11e337b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","f12eltern2","f12e236b","Kind leicht erregbar/weint haeufig","item_4531"
"soep-fid","f11eltern2","f11e236c","Kind schwer zu troesten","item_4532"
"soep-fid","bioage03","b03temp3","Child hard to console","item_4811"
"soep-fid","f10eltern1","f10e132c","Heute: Kind ist schwer zu troesten","item_4532"
"soep-fid","f11eltern1","f11e132c","Heute: Kind ist schwer zu troesten","item_4532"
"soep-fid","bioagel","temp3","Child hard to console","item_6827"
"soep-fid","f12eltern1","f12e132c","Heute: Kind ist schwer zu troesten","item_4532"
"soep-fid","f12eltern2","f12e236c","Kind schwer zu troesten","item_4532"
"soep-fid","f11eltern3","f11e337c","Kind schwer zu troesten","item_4532"
"soep-fid","f10eltern2","f10e236c","Kind schwer zu troesten","item_4532"
"soep-fid","bioage02","b02temp3","Child hard to console","item_4532"
"soep-fid","bioage01","b01temp3","Child hard to console","item_4532"
"soep-fid","f10eltern3","f10e337c","Kind schwer zu troesten","item_4532"
"soep-fid","f12eltern3","f12e337c","Kind schwer zu troesten","item_4532"
"soep-fid","f11eltern1","f11e132d","Heute: Kind ist neugiereig, aktiv","item_4533"
"soep-fid","bioage02","b02temp4","Child is curious and active","item_4533"
"soep-fid","f10eltern1","f10e132d","Heute: Kind ist neugiereig, aktiv","item_4533"
"soep-fid","f12eltern2","f12e236d","Kind neugierig/aktiv","item_4533"
"soep-fid","bioagel","temp4","Child is curious and active","item_6828"
"soep-fid","f10eltern3","f10e337d","Kind neugierig/aktiv","item_4533"
"soep-fid","bioage03","b03temp4","Child is curious and active","item_4812"
"soep-fid","f12eltern3","f12e337d","Kind neugierig/aktiv","item_4533"
"soep-fid","f11eltern3","f11e337d","Kind neugierig/aktiv","item_4533"
"soep-fid","f12eltern1","f12e132d","Heute: Kind ist neugiereig, aktiv","item_4533"
"soep-fid","f11eltern2","f11e236d","Kind neugierig/aktiv","item_4533"
"soep-fid","bioage01","b01temp4","Child is curious and active","item_4533"
"soep-fid","f10eltern2","f10e236d","Kind neugierig/aktiv","item_4533"
"soep-fid","bioagel","temp5","Child tends to be shy","item_6829"
"soep-fid","f10eltern1","f10e132e","Heute: Kind ist eher zurueckhaltend","item_5564"
"soep-fid","f12eltern1","f12e132e","Heute: Kind ist eher zurueckhaltend","item_5564"
"soep-fid","bioage01","b01temp5","Child tends to be shy","item_5564"
"soep-fid","f11eltern1","f11e132e","Heute: Kind ist eher zurueckhaltend","item_5564"
"soep-fid","f12eltern3","f12e337e","Kind gespraechig, redet gern","item_4813"
"soep-fid","f11eltern3","f11e337e","Kind gespraechig, redet gern","item_4813"
"soep-fid","bioage03","b03temp6","Child likes to talk","item_4813"
"soep-fid","f10eltern3","f10e337e","Kind gespraechig, redet gern","item_4813"
"soep-fid","bioagel","temp6","Child likes to talk","item_6830"
"soep-fid","f10eltern2","f10e236e","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","bioage03","b03temp7","Child shows empathy when others are sad","item_4814"
"soep-fid","bioagel","temp7","Child shows empathy when others are sad","item_6831"
"soep-fid","f12eltern2","f12e236e","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","f11eltern3","f11e337f","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","f11eltern2","f11e236e","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","bioage02","b02temp7","Child shows empathy when others are sad","item_4814"
"soep-fid","f12eltern3","f12e337f","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","f10eltern3","f10e337f","Kind zeigt Mitgefuehl, wenn andere traurig sind","item_4814"
"soep-fid","bioage02","b02timfamod","Time father/mother sees child (days)","fid_timfamod"
"soep-fid","f10eltern2","f10e222a","Treffen Vater-Kind Laenge in Tagen","e2vat2"
"soep-fid","f11eltern2","f11e222a","Treffen Vater-Kind Laenge in Tagen","e2vat2"
"soep-fid","f12eltern2","f12e222a","Treffen Vater-Kind Laenge in Tagen","e2vat2"
"soep-fid","f11eltern4","f11e416a","Treffen Vater/Mutter-Kind Laenge in Tagen","e4vat2"
"soep-fid","f10eltern3","f10e322a","Treffen Vater-Kind Laenge in Tagen","e3vat2"
"soep-fid","f10eltern4","f10e414a","Treffen Vater/Mutter-Kind Laenge in Tagen","e4vat2"
"soep-fid","bioage06","b06timfamod","Time father/mother sees child (days)","fid_timfamod"
"soep-fid","f12eltern3","f12e322a","Treffen Vater-Kind Laenge in Tagen","e3vat2"
"soep-fid","f12eltern4","f12e416a","Treffen Vater/Mutter-Kind Laenge in Tagen","e4vat2"
"soep-fid","f11eltern3","f11e322a","Treffen Vater-Kind Laenge in Tagen","e3vat2"
"soep-fid","bioage03","b03timfamod","Time father/mother sees child (days)","fid_timfamod"
"soep-fid","bioagel","timfamod","Time father/mother sees child (days)","fid_timfamod"
"soep-fid","bioage02","b02timfamoh","Time father/mother sees child (hours)","fid_timfamoh"
"soep-fid","f12eltern2","f12e222b","Treffen Vater-Kind Laenge in Stunden","e2vat3"
"soep-fid","f10eltern2","f10e222b","Treffen Vater-Kind Laenge in Stunden","e2vat3"
"soep-fid","f11eltern2","f11e222b","Treffen Vater-Kind Laenge in Stunden","e2vat3"
"soep-fid","f11eltern4","f11e416b","Treffen Vater/Mutter-Kind Laenge in Stunden","e4vat3"
"soep-fid","f10eltern3","f10e322b","Treffen Vater-Kind Laenge in Stunden","e3vat3"
"soep-fid","f10eltern4","f10e414b","Treffen Vater/Mutter-Kind Laenge in Stunden","e4vat3"
"soep-fid","bioage06","b06timfamoh","Time father/mother sees child (hours)","fid_timfamoh"
"soep-fid","f12eltern3","f12e322b","Treffen Vater-Kind Laenge in Stunden","e3vat3"
"soep-fid","f12eltern4","f12e416b","Treffen Vater/Mutter-Kind Laenge in Stunden","e4vat3"
"soep-fid","f11eltern3","f11e322b","Treffen Vater-Kind Laenge in Stunden","e3vat3"
"soep-fid","bioage03","b03timfamoh","Time father/mother sees child (hours)","fid_timfamoh"
"soep-fid","bioagel","timfamoh","Time father/mother sees child (hours)","fid_timfamoh"
"soep-fid","f10eltern1","f10e119a","Treffen Vater-Kind Laenge in Tagen","e1vat2"
"soep-fid","f12eltern1","f12e119a","Treffen Vater-Kind Laenge in Tagen","e1vat2"
"soep-fid","bioage01","b01timfathd","Time father sees child (days)","fid_timfathd"
"soep-fid","f11eltern1","f11e119a","Treffen Vater-Kind Laenge in Tagen","e1vat2"
"soep-fid","bioagel","timfathd","Time father sees child (days)","fid_timfathd"
"soep-fid","f10eltern1","f10e119b","Treffen Vater-Kind Laenge in Stunden","e1vat3"
"soep-fid","f12eltern1","f12e119b","Treffen Vater-Kind Laenge in Stunden","e1vat3"
"soep-fid","bioage01","b01timfathh","Time father sees child (hours)","fid_timfathh"
"soep-fid","f11eltern1","f11e119b","Treffen Vater-Kind Laenge in Stunden","e1vat3"
"soep-fid","bioagel","timfathh","Time father sees child (hours)","fid_timfathh"
"soep-fid","bioage06","b06tvhrs","Watches video/tv alone (h/week)","item_5665"
