"concept","label","topic"
"pvek222","Nachehelicher Unterhalt Betrag Vorjahr","T0302020500000000"
"fid_pwidow","Widow(er) pensions (imputed) 2010","T0303030000000000"
"fid_pwidow","Widow(er) pensions (imputed) 2012","T0303030000000000"
"fid_pwidow","Widow(er) pensions (imputed) 2011","T0303030000000000"
"fid_qstnr","Questionnaire","T1105000000000000"
"fid_reccare1","Reason child care: Employment","T0610020100000000"
"e2ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e2ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e2ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e1ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e3ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e4ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"fid_reccare1","Reason child care: Employment","T0610020100000000"
"e1ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e3ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e4ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"fid_reccare1","Reason child care: Employment","T0610020100000000"
"e1ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e3ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"e4ein03","Gruende: Erwerbstaetigkeit aufgenommen","T0610020100000000"
"fid_reccare1","Reason child care: Employment","T0610020100000000"
"fid_reccare1","Reason child care: Employment","T0610020100000000"
"e4ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"fid_reccare2","Reason child care: Increased work schedule","T0610020100000000"
"e2ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e2ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e2ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e1ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e3ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"fid_reccare2","Reason child care: Increased work schedule","T0610020100000000"
"fid_reccare2","Reason child care: Increased work schedule","T0610020100000000"
"e3ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e1ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e3ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e1ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"e4ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"fid_reccare2","Reason child care: Increased work schedule","T0610020100000000"
"fid_reccare2","Reason child care: Increased work schedule","T0610020100000000"
"e4ein04","Gruende: Erwerbstaetigkeit ausgeweitet","T0610020100000000"
"fid_reccare3","Reason child care: start/contin. acadm. studies","T0610020100000000"
"e2ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e2ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e2ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e1ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e3ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"fid_reccare3","Reason child care: start/contin. acadm. studies","T0610020100000000"
"e4ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"fid_reccare3","Reason child care: start/contin. acadm. studies","T0610020100000000"
"e1ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e3ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e1ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e3ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"e4ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"fid_reccare3","Reason child care: start/contin. acadm. studies","T0610020100000000"
"e4ein05","Gruende: Ausbildung/Studium begonnen/fortgesetzt","T0610020100000000"
"fid_reccare3","Reason child care: start/contin. acadm. studies","T0610020100000000"
"fid_reccare4","Reason child care: Positive impact on child's develop.","T0610020100000000"
"e2ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e2ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e2ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e1ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e3ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e4ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"fid_reccare4","Reason child care: Positive impact on child's develop.","T0610020100000000"
"e1ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e3ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e4ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"fid_reccare4","Reason child care: Positive impact on child's develop.","T0610020100000000"
"e1ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e3ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"e4ein06","Gruende: Positiver Einfluss auf Entwicklung des Kindes","T0610020100000000"
"fid_reccare4","Reason child care: Positive impact on child's develop.","T0610020100000000"
"fid_reccare4","Reason child care: Positive impact on child's develop.","T0610020100000000"
"fid_reccare5","Reason child care: Want more time for myself","T0610020100000000"
"e2ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e2ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e2ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e1ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e3ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e4ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"fid_reccare5","Reason child care: Want more time for myself","T0610020100000000"
"e4ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e1ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e3ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e1ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"e3ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"fid_reccare5","Reason child care: Want more time for myself","T0610020100000000"
"fid_reccare5","Reason child care: Want more time for myself","T0610020100000000"
"e4ein07","Gruende: Wollte mehr Zeit haben","T0610020100000000"
"fid_reccare5","Reason child care: Want more time for myself","T0610020100000000"
"fid_reccare6","Reason child care: Other","T0610020100000000"
"e2ein08","Gruende: Andere Gruende","T0610020100000000"
"e2ein08","Gruende: Andere Gruende","T0610020100000000"
"e2ein08","Gruende: Andere Gruende","T0610020100000000"
"e1ein08","Gruende: Andere Gruende","T0610020100000000"
"e3ein08","Gruende: Andere Gruende","T0610020100000000"
"e4ein08","Gruende: Andere Gruende","T0610020100000000"
"fid_reccare6","Reason child care: Other","T0610020100000000"
"e4ein08","Gruende: Andere Gruende","T0610020100000000"
"e1ein08","Gruende: Andere Gruende","T0610020100000000"
"e3ein08","Gruende: Andere Gruende","T0610020100000000"
"e4ein08","Gruende: Andere Gruende","T0610020100000000"
"e1ein08","Gruende: Andere Gruende","T0610020100000000"
"e3ein08","Gruende: Andere Gruende","T0610020100000000"
"fid_reccare6","Reason child care: Other","T0610020100000000"
"fid_reccare6","Reason child care: Other","T0610020100000000"
"fid_reccare6","Reason child care: Other","T0610020100000000"
"fid_relapare","Relationship to biological mother/father","T0402000000000000"
"e2vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"e2vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"e2vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"e4vat4","Beziehung zu leiblichem Vater/Mutter","T0402000000000000"
"e1vat4","Beziehung zu leiblichem Vater","T0402000000000000"
"e3vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"e4vat4","Beziehung zu leiblichem Vater/Mutter","T0402000000000000"
"e1vat4","Beziehung zu leiblichem Vater","T0402000000000000"
"e3vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"e4vat4","Beziehung zu leiblichem Vater/Mutter","T0402000000000000"
"e1vat4","Beziehung zu leiblichem Vater","T0402000000000000"
"e3vat4","Beziehung zu leiblicher/m Mutter/Vater","T0402000000000000"
"fid_relapare","Relationship to biological mother/father","T0402000000000000"
"fid_relapare","Relationship to biological mother/father","T0402000000000000"
"fid_relapare","Relationship to biological mother/father","T0402000000000000"
"fid_relapare","Relationship to biological mother/father","T0402000000000000"
"fid_reqd","Questions required (not code -2,-4,-5,-6)","T1105000000000000"
"e4zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"fid_saccare1","Satisf. child care: with group size","T0610020100000000"
"e2zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e2zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e2zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e4zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e1zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e3zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e4zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e1zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e3zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e1zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"e3zuf01","Zufriedenheit Kinderbetreuung: Gruppengroesse","T0803010000000000"
"fid_saccare1","Satisf. child care: with group size","T0803010000000000"
"fid_saccare1","Satisf. child care: with group size","T0610020100000000"
"fid_saccare1","Satisf. child care: with group size","T0803010000000000"
"fid_saccare1","Satisf. child care: with group size","T0803010000000000"
"e4zuf10","Zufriedenheit Kinderbetreuung: Vorbereitung auf Einschulung","T0803010000000000"
"fid_saccare10","Satisf. child care: with preparation for school","T0803010000000000"
"e4zuf10","Zufriedenheit Kinderbetreuung: Vorbereitung auf Einschulung","T0803010000000000"
"e4zuf10","Zufriedenheit Kinderbetreuung: Vorbereitung auf Einschulung","T0803010000000000"
"fid_saccare10","Satisf. child care: with preparation for school","T0803010000000000"
"e4zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"fid_saccare2","Satisf. child care: with size of staff","T0610020100000000"
"e2zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e2zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e2zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e1zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e3zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e4zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e1zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e3zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e4zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"fid_saccare2","Satisf. child care: with size of staff","T0610020100000000"
"e1zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"e3zuf02","Zufriedenheit Kinderbetreuung: Betreuerzahl","T0803010000000000"
"fid_saccare2","Satisf. child care: with size of staff","T0803010000000000"
"fid_saccare2","Satisf. child care: with size of staff","T0803010000000000"
"fid_saccare2","Satisf. child care: with size of staff","T0803010000000000"
"e4zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"fid_saccare3","Satisf. child care: with opening hours","T0610020100000000"
"e2zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"e2zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"e2zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"e1zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"e3zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"e4zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"e1zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"e3zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"e4zuf03","Zufriedenheit Kinderbetreuung: Oeffnungszeiten","T0803010000000000"
"e1zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"e3zuf03","Zufriedenheit Kinderbetreuung: oeffnungszeiten","T0803010000000000"
"fid_saccare3","Satisf. child care: with opening hours","T0803010000000000"
"fid_saccare3","Satisf. child care: with opening hours","T0610020100000000"
"fid_saccare3","Satisf. child care: with opening hours","T0803010000000000"
"fid_saccare3","Satisf. child care: with opening hours","T0803010000000000"
"e4zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"fid_saccare4","Satisf. child care: with costs","T0610020100000000"
"e2zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e2zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e2zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e4zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e1zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e3zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"fid_saccare4","Satisf. child care: with costs","T0803010000000000"
"e4zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e1zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e3zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"fid_saccare4","Satisf. child care: with costs","T0610020100000000"
"e1zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"e3zuf04","Zufriedenheit Kinderbetreuung: Kosten","T0803010000000000"
"fid_saccare4","Satisf. child care: with costs","T0803010000000000"
"fid_saccare4","Satisf. child care: with costs","T0803010000000000"
"fid_saccare5","Satisf. child care: with flexibility","T0610020100000000"
"e2zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e2zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e2zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e1zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e3zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e4zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"fid_saccare5","Satisf. child care: with flexibility","T0803010000000000"
"e4zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e1zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e3zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e4zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"fid_saccare5","Satisf. child care: with flexibility","T0610020100000000"
"e1zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"e3zuf06","Zufriedenheit Kinderbetreuung: Flexibilitaet","T0803010000000000"
"fid_saccare5","Satisf. child care: with flexibility","T0803010000000000"
"fid_saccare5","Satisf. child care: with flexibility","T0803010000000000"
"fid_saccare6","Satisf. child care: with conduct of staff","T0610020100000000"
"e2zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"e2zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"e2zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"e1zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"e3zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"e4zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
"fid_saccare6","Satisf. child care: with conduct of staff","T0803010000000000"
"e4zuf08","Zufriedenheit Kinderbetreuung: Umgang der Erzieher","T0803010000000000"
